jid,formula,band_gap,formation_energy_per_atom,energy_above_hull,structure_dict,symmetry,density
JVASP-9602,NaSbO3,2.763,-1.75363,0.0,"{'lattice_mat': [[4.812288137941444, -0.0241647216833727, 3.826306731039333], [1.8321617062909186, 4.449930755222694, 3.826306734849055], [-0.0362796756832934, -0.0241657201997847, 6.147961137246091]], 'coords': [[4.224200443113133, 2.8136746891205466, 8.821869920298303], [2.383969556886867, 1.587925310879454, 4.978710079701697], [5.5501529324038446, 3.6968711681547073, 11.591004704157369], [1.058017067596156, 0.7047288318452926, 2.2095752958426313], [4.953648170645277, 0.8291200378581237, 7.860296637753731], [1.9280006044699032, 2.465168836851789, 8.787265037302774], [4.447005144776338, 4.251552575159587, 7.01133249893879], [1.654521829354724, 3.5724799621418764, 5.940283362246272], [2.1611648552236593, 0.15004742484041336, 6.789247501061208], [4.680169395530098, 1.9364311631482105, 5.013314962697226]], 'elements': ['Na', 'Na', 'Sb', 'Sb', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.148119, 6.148116, 6.148115], 'angles': [51.8491, 51.849, 51.849], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '']}",,4.819
JVASP-21249,MgGeO3,2.628,-2.32762,0.0,"{'lattice_mat': [[5.164445636578033, -0.032689808825794, 0.7308377875667289], [0.8715407256065257, 6.529512295152538, 0.4745380292354155], [-0.0371731903203828, 0.0111088760183924, 6.604376466757522]], 'coords': [[1.917292253000422, 4.7613081902760195, 2.312364455068545], [4.08152774699958, 1.7466218097239796, 5.4973955449314555], [1.337465441169156, 0.602068069405795, 6.223673436184912], [4.661354558830844, 5.905861930594204, 1.5860865638150856], [1.6630215837604438, 1.3333899921401813, 2.9258662867363534], [4.335798416239556, 5.174540007859822, 4.883893713263648], [4.418973569422182, 2.5632313258782, 2.119384771642893], [1.5798464305778201, 3.9446986741218026, 5.690375228357107], [1.9263653766048705, 0.15274950288714922, 1.6387360577142047], [1.326238090433317, 5.195173956508453, 6.911833496725926], [3.3393169599081354, 1.8854229745752227, 3.4415790622369316], [3.725749535831298, 4.0813395597218465, 1.662444526497559], [5.300133107220578, 5.601175101504575, 3.512016236487806], [2.2730704641687045, 2.426590440278154, 6.147315473502443], [0.6986868927794232, 0.9067548984954249, 4.297743763512192], [0.8867728587535035, 2.832000910295844, 2.2013770515165416], [2.6595030400918658, 4.6225070254247775, 4.368180937763067], [5.112047141246497, 3.6759290897041548, 5.6083829484834595], [4.672581909566684, 1.3127560434915502, 0.8979265032740738], [4.072454623395132, 6.355180497112853, 6.1710239422858]], 'elements': ['Mg', 'Mg', 'Mg', 'Mg', 'Ge', 'Ge', 'Ge', 'Ge', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.216008, 6.604489, 6.604494], 'angles': [85.8269, 82.2686, 82.2686], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,4.316
JVASP-54700,TbH3O3,3.788,-2.05213,0.0,"{'lattice_mat': [[3.1462687036154815, -5.449498053457924, 0.0], [3.1462687769739808, 5.449498011104382, 0.0], [0.0, 0.0, 3.5696809481573837]], 'coords': [[3.14627, -1.816503632999965, 0.89242], [3.14627, 1.8165036329999649, 2.67726], [3.132814824959783, 3.957784890295366, 0.89242], [5.007404527140952, 0.7575100793299742, 0.89242], [1.2985906478992648, 0.7342050303746575, 0.89242], [3.1597251750402173, -3.957784890295367, 2.67726], [1.2851354728590483, -0.7575100793299772, 2.67726], [4.993949352100734, -0.7342050303746588, 2.67726], [3.8600503582990915, 3.3064870206745565, 0.89242], [4.079746312287431, 0.4533545092596446, 0.89242], [1.499013329413477, 1.6896584700657977, 0.89242], [2.43248964170091, -3.3064870206745587, 2.67726], [2.2127936877125687, -0.45335450925964477, 2.67726], [4.793526670586523, -1.689658470065801, 2.67726]], 'elements': ['Tb', 'Tb', 'H', 'H', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.29254, 6.29254, 3.56968], 'angles': [90.0, 90.0, 120.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,5.696
JVASP-52249,YbTiO3,3.558,-3.53164,0.0749,"{'lattice_mat': [[5.792098118579462, -0.031178758753217, -0.0210842864906521], [3.412044605231303, 4.680526100918497, -0.0210842870390433], [3.4120446065879553, 1.7235477603908451, 4.351683857518285]], 'coords': [[4.573857147425159, 2.3104247256163233, 1.5623690256460967], [8.042322852574841, 4.062475274383676, 2.747150974353903], [1.8775129124960168, 0.9484013417727191, 0.6413335452302532], [10.738667087503984, 5.4244986582272805, 3.668186454769746], [4.390998687657696, 4.53942373650488, 1.8761117009857098], [5.367868957155555, 1.497848497641365, 3.5141762272973054], [6.259455016415649, 2.0541760875918254, 0.08135894700064174], [6.356724983584351, 4.318723912408175, 4.228161052999358], [7.248311042844445, 4.875051502358635, 0.7953437727026944], [8.225181312342304, 1.8334762634951205, 2.433408299014291]], 'elements': ['Yb', 'Yb', 'Ti', 'Ti', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.792222, 5.792221, 5.792215], 'angles': [54.2164, 54.2164, 54.2165], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '']}",,7.513
JVASP-21250,CaSiO3,4.068,-3.03566,0.1332,"{'lattice_mat': [[5.882170855833993, 0.0001262792369264, -2.072049485555166], [-2.94828789814758, 5.089874878257408, -2.071901065493852], [-0.0001768404711677, -0.000125286450623, 6.2364512722077405]], 'coords': [[0.0, 0.0, 0.0], [1.4669400000000001, 2.5450000000000004, -2.071975], [2.940995, 0.0, 2.0822], [-1.474235, 2.54487, 2.082275], [1.4668500000000002, 2.544935, 1.0462499999999997], [2.941085, 6.5e-05, -1.036025], [-1.474145, 2.544935, -1.03595], [-9e-05, -6.5e-05, 3.118225], [3.640493738428982, 3.762746652690046, -2.0214698298141314], [2.9063635740855545, 2.489172427560796, 2.131113154656123], [-0.7067937384289826, 1.327123347309954, 4.113969829814132], [0.027336425914445073, 2.6006975724392043, -0.03861315465612222], [1.5025499871148387, 0.053722099390787266, 4.113931678218336], [-0.8347327386852742, 3.871654623520462, -2.071947310177343], [2.2315771792748698, 3.8716546233904614, 0.09898084608257099], [3.768612738685274, 1.218345376479539, -2.072002689822657], [0.6970221908738733, 3.762616652560046, 2.1311604701945055], [0.7021228207251289, 1.2182153766095398, 1.9935191539174275], [2.236677809126128, 1.327253347439954, -0.03866047019450405], [1.4311500128851622, 5.0361479006092145, -2.0214316782183364]], 'elements': ['Ca', 'Ca', 'Ca', 'Ca', 'Si', 'Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.236451, 6.236342, 6.23645], 'angles': [109.4044, 109.4069, 109.6031], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,4.132
JVASP-51024,SrH4O3,4.534,-1.58813,0.0139,"{'lattice_mat': [[3.709672661485126, 0.1358993247528305, 0.0440983810736492], [-0.2296462088801138, 6.0849970590327525, 0.5350246368758832], [-0.0554907055914275, -0.6523175087571257, 6.6449655359900115]], 'coords': [[3.5055738059901795, 3.447513375577284, 5.334610345766667], [-0.11484386686600012, 2.0055814245912984, 1.8622736862497282], [0.6911887095801497, 0.08530526537082657, 5.47780996665122], [2.844004929413574, 0.16421239907538593, 5.5033793601721905], [2.6940145539936835, 5.113617668688423, 2.6359344798476054], [0.5483770504180521, 5.035069493414973, 2.6100208893855585], [1.5840182660849982, 5.477098476663088, 4.383184621187354], [1.7399027201828334, 1.3558438581499672, 4.104889632127021], [1.6051420738281847, 5.969007897634097, 1.246979267231605], [1.695820273759541, 1.7605117587448593, 6.533495049985832], [-0.11125622431028322, 0.5834809387861191, 5.866961923816492], [-0.2151781020681312, 4.416993358072853, 2.8678695585349288], [1.5814550136581527, 5.249661721986082, 5.33600554383264], [1.812810127068969, 0.16817225518470696, 1.648285641971573], [1.7091455562660185, 2.2847238870477264, 3.801317312209369], [1.714663962070039, 3.238488033812305, 0.41135210321025145]], 'elements': ['Sr', 'Sr', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [3.71242, 6.112791, 6.677142], 'angles': [90.5635, 90.0034, 90.0035], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,3.061
JVASP-29835,AlH3O3,5.337,-1.8409,0.009,"{'lattice_mat': [[-4.2701565822287995, 2.3063427695294316, 4.734390908577463], [4.443693288819267, -2.397212131942068, 5.434027637797754], [4.213272622124275, 2.493427212180368, -6.444171065719367]], 'coords': [[2.9979845158391503, -0.23896515339490057, 4.830658000203044], [1.433541630541124, 2.474196867458465, -1.0790233625943109], [1.5245237637932472, 2.2255288740028467, 4.1346387751989875], [-1.3632137327628058, 2.3160625493866154, 4.351365850254121], [2.7060626209484693, 2.413138139048613, 1.7698910692700676], [1.7254294738548657, -0.1779481998189087, 1.981781582058893], [1.8712693262754376, -0.28406085789959556, 7.080997280689615], [3.9020828279892514, 1.1106079786817558, 3.0854805118478406], [0.5293976742448986, 1.1244475263180134, 0.6659693568125868], [2.5601020016200224, 2.5193724805555258, -3.329346276310085], [4.462233788806438, -0.21456904304489047, 1.6529282190727665], [0.7029674124716477, -0.09114451470207836, 3.94621021627887], [3.728603316987932, 2.326402326330742, -0.19463541826389086], [0.7778851110896436, 0.11447334282837328, 8.732572153992473], [3.6536432069631775, 2.1207402932766186, -4.9808841275175], [-0.030721464903800285, 2.44953777667367, 2.098761995822827], [2.533750705545679, 2.9983687983445995, -2.4615570635393635], [1.8977398010060762, -0.7631285809760344, 6.21320816604904], [4.212600074277945, 0.22633644223147065, 3.3982916516038286], [0.21901227356857617, 2.0088554519831687, 0.3533546422862383], [0.0029842338051187032, 2.5767268394447336, 3.0765251506921203], [2.8757547051493915, 1.9161799998062694, 0.07217535488188849], [1.5558229534804915, 0.31904616258357965, 3.6793924150413746], [1.4915643550842042, 0.6001269099169804, -1.5640047263487782], [2.93994990127705, 1.635097889707355, 5.315614348337836], [1.5904005768832996, -0.4362350173437524, 1.0255162321023796], [4.428498664537321, -0.34157188000436534, 0.675139562678871], [2.8410681392462775, 2.6714905589051225, 2.726103524158304]], 'elements': ['Al', 'Al', 'Al', 'Al', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.779965, 7.41766, 8.09297], 'angles': [111.7785, 141.1792, 88.6068], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,2.455
JVASP-29414,AlH3O3,5.516,-1.83325,0.0166,"{'lattice_mat': [[4.97542115315105, -0.1335375739175072, 0.6162513928838306], [0.6258325623798778, 5.209154052707149, 0.8225841219571977], [-0.3634540353793148, 0.0217289980628797, 7.907271803672662]], 'coords': [[0.4186998487676377, 3.407839331584795, 3.1659066791288595], [3.0700133153548417, 4.24323989013701, 2.292351773803324], [4.819100151232364, 1.6895006684152059, 6.180193320871135], [2.1677866846451574, 0.8541001098629898, 7.053748226196671], [4.1574106012761085, 2.1205146593585438, 1.9137587736628372], [2.804774074022523, 1.2738559052656357, 4.738835134010709], [3.8800634872951236, 0.4824390833293835, 2.954023912483999], [4.20752309979888, 4.224913672257145, 5.820669101326109], [2.4330259259774794, 3.8234840947343676, 4.607264865989292], [1.080389398723889, 2.9768253406414584, 7.432341226337162], [1.3577365127048753, 4.614900916670618, 6.392076087516001], [1.0302769002011223, 0.8724263277428497, 3.5254308986738874], [0.701587498032722, 0.588812840667607, 0.856768816601894], [1.7362290833137004, 2.322715095902377, 1.4560739159825205], [4.536212501967276, 4.508527159332393, 8.489331183398107], [3.5015709166862954, 2.774624904097621, 7.890026084017483], [1.683421967024019, 0.6962649211691014, 0.8753015664249431], [0.6103758406323955, 0.1592688746396852, 6.1824239426203045], [4.6274241593676, 4.938071125360317, 3.1636760573796967], [3.675723707214493, 1.807540270175073, 7.71942493960959], [1.9782180461969388, 4.317380072221482, 3.887097890013383], [3.9322179537497597, 2.590763408793328, 2.7469424536920384], [4.363544978741621, 3.349456196843911, 5.385360164703842], [0.8742550212583745, 1.7478838031560886, 3.9607398352961587], [3.2595819538030604, 0.7799599277785165, 5.459002109986617], [3.554378032975982, 4.4010750788309005, 8.470798433575053], [1.5620762927855043, 3.2897997298249266, 1.6266750603904039], [1.305582046250242, 2.5065765912066764, 6.59915754630796]], 'elements': ['Al', 'Al', 'Al', 'Al', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.015217, 5.310701, 7.915648], 'angles': [81.2566, 85.5769, 83.6949], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,2.506
JVASP-49931,Al2O3,4.851,-3.28282,0.0305,"{'lattice_mat': [[3.1205955219920565, -0.0003292283988426, 0.000750410541117], [-1.5595447856484503, 5.524661401249827, -0.6486585489673147], [-0.001929446563121, -3.1667424458758546, 6.39454399869816]], 'coords': [[-0.029811826999659202, -0.8567888617376833, 1.9897889228124166], [1.5310036873617836, 1.6137955362218857, 0.7351960247528081], [1.5304536792491361, 3.214386046627609, 3.7568291012350428], [-0.030338165821311568, 0.7438033381065006, 5.011420110322076], [1.5307312665368236, 2.9284145828650434, 1.9055409635058191], [-0.030030780850862734, 2.318838229866632, 4.110118859067804], [1.5306777157771878, 0.03875567604534902, 1.6364911431723528], [-0.02908769519282991, 1.5722883772633134, -0.15660703115876293], [1.531683609093857, 3.952033436824225, -0.49131537082393417], [-0.03013603727411422, -0.57081648644288, 3.8410782904343805]], 'elements': ['Al', 'Al', 'Al', 'Al', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [3.1206, 5.777092, 7.135712], 'angles': [121.6643, 90.0005, 105.6691], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '']}",,3.261
JVASP-43368,AgClO3,2.89,-0.00263,0.1931,"{'lattice_mat': [[6.657347107348279, 0.0, -0.0], [-0.0, 6.657347107348279, 0.0], [0.0, 0.0, 6.657347107348279]], 'coords': [[0.5150716339450223, 0.5150716339450223, 0.5150716339450223], [2.8136033660549775, 6.14227836605498, 3.84374663394502], [3.84374663394502, 2.8136033660549775, 6.14227836605498], [6.14227836605498, 3.84374663394502, 2.8136033660549775], [0.579139786778716, 3.9078147867787183, 6.078210213221282], [2.749535213221284, 2.749535213221284, 2.749535213221284], [3.9078147867787183, 6.078210213221282, 0.579139786778716], [6.078210213221282, 0.579139786778716, 3.9078147867787183], [5.30533871514688, 6.086597831327949, 3.291098054715044], [4.68068628485312, 0.5707521686720526, 6.619773054715043], [3.899427168672051, 3.366251945284957, 1.9766637151468824], [3.366251945284957, 1.9766637151468824, 3.899427168672051], [3.291098054715044, 5.30533871514688, 6.086597831327949], [0.5707521686720526, 6.619773054715043, 4.68068628485312], [1.9766637151468824, 3.899427168672051, 3.366251945284957], [1.3520112848531198, 2.7579228313279476, 0.037576945284956004], [6.086597831327949, 3.291098054715044, 5.30533871514688], [0.037576945284956004, 1.3520112848531198, 2.7579228313279476], [2.7579228313279476, 0.037576945284956004, 1.3520112848531198], [6.619773054715043, 4.68068628485312, 0.5707521686720526]], 'elements': ['Ag', 'Ag', 'Ag', 'Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.65735, 6.65735, 6.65735], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,4.307
JVASP-49932,NaTaO3,2.65,-2.7471,0.1189,"{'lattice_mat': [[0.0, 5.2403394529448235, 5.2403394529448235], [5.240454518944606, -0.0, 5.2403394529448235], [0.0, 5.2403394529448235, -5.2403394529448235]], 'coords': [[0.0, 2.62017, -2.62017], [0.0, 5.24034, 0.0], [2.620225, 2.62017, 5.24034], [2.620225, 5.24034, 2.62017], [0.0, 0.0, 0.0], [0.0, 2.62017, 2.62017], [2.620225, 2.62017, 0.0], [2.620225, 0.0, 2.62017], [3.9303375000000003, 3.9302549999999994, 0.7303493119592384], [3.9303375000000003, 3.9302549999999994, 7.130160688040761], [3.9303375000000003, 0.7303493119592382, 3.9302549999999994], [3.350588550123025, 6.550424999999999, 6.550419759659976], [1.8898614498769741, 3.9302550000000003, -1.310079759659977], [1.3101125, 3.350519311959238, 1.3100849999999997], [1.3101125, 6.550424999999999, 4.509990688040761], [1.3101125, 6.550424999999999, -1.8898206880407615], [3.9303375000000003, 7.13016068804076, 3.930255], [0.7303635501230253, 3.930255, 3.9302497596599757], [1.3101125, 9.75033068804076, 1.310085], [4.510086449876975, 6.550425, 1.3100902403400239]], 'elements': ['Na', 'Na', 'Na', 'Na', 'Ta', 'Ta', 'Ta', 'Ta', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [7.41096, 7.411038, 7.41096], 'angles': [119.9997, 90.0, 60.0003], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,5.814
JVASP-29840,AlH3O3,5.408,-1.83189,0.018,"{'lattice_mat': [[5.119132838534904, 0.1207809651368879, -0.010102527562893], [-2.4549678565435853, 4.252128036239416, 0.0202060196405826], [-0.0089942772637243, 0.0155788777126653, 4.674548837947478]], 'coords': [[-0.010006142705266945, 2.947019563750521, 0.019052293144926583], [2.5719387933331443, 1.602953316196043, 0.008949033385863493], [1.6109872887455, 4.21982246863634, 3.3873892785358066], [0.6591713419017846, 0.8355302923354762, 3.377281458257773], [-1.4870210458605129, 2.5755994766768713, 2.726209171699981], [2.2373858221060487, 0.14198471097647264, 1.939952627898888], [1.4225069996313409, 2.5062739556850007, 1.9500581779968607], [-0.441664374371454, 0.7649868280260452, 1.1574536230912764], [3.1259212220757773, 0.14162614066329648, 3.5748912767802894], [0.9785555956621147, 1.736597172451781, 3.584995094796973], [-1.6567138333487994, 2.869517574630616, 3.6547161778640977], [1.8376201479646013, 0.14876208388769455, 1.0325745518949465], [1.6165211417702325, 2.8558650095507776, 1.0426808449228147], [-0.9291539762044978, 1.6093427800030533, 1.0264452967095625]], 'elements': ['Al', 'Al', 'H', 'H', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.120565, 4.909979, 4.674585], 'angles': [89.5437, 90.2187, 118.6486], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,2.512
JVASP-43370,AlBiO3,3.195,-2.25723,0.0955,"{'lattice_mat': [[0.0, 7.21085090626565, -0.1929526554843653], [5.06929440723255, 0.0, 0.0], [0.0, -3.740146144631385, -7.423544459522473]], 'coords': [[3.748833420275191, -1.2381574355728786, -3.7893829313183556], [3.8551015797248085, 0.6319175644271242, -0.0776129313183514], [1.21418842027519, 2.8387824355728783, -7.538877068681645], [1.3204565797248107, 4.708857435572876, -3.82710706868165], [1.1884227214445744, -1.1459007541646429, -6.596483796271139], [1.3462222785554254, 0.7241742458353571, -2.8847137962711393], [3.7230677214445707, 2.7465257541646393, -4.73177620372886], [3.880867278555429, 4.616600754164639, -1.0200062037288602], [0.23859843022531918, 3.9076439383495587, -6.4136407962264474], [1.8298085164769708, 2.965718423129408, -3.6223861734283256], [2.92963306809823, 2.6159719811360636, -6.842159037603394], [4.3644535164769716, 2.3750565768705902, -0.2823338265716752], [0.704836483523028, 1.095643423129408, -7.334156173428325], [0.3949880680982297, -1.0153469811360614, -4.4861009623966055], [3.2394814835230274, 0.5049815768705904, -3.994103826571675], [4.83069156977468, -0.43694393834955364, -1.202849203773548], [4.674301931901769, 4.486046981136065, -3.130389037603391], [2.7732434302253197, -2.3070189383495556, -4.914619203773552], [2.13965693190177, 0.8547280188639368, -0.7743309623966087], [2.2960465697746812, 5.777718938349557, -2.70187079622645]], 'elements': ['Al', 'Al', 'Al', 'Al', 'Bi', 'Bi', 'Bi', 'Bi', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [7.213431, 5.06929, 8.312501], 'angles': [90.0, 115.2072, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,6.858
JVASP-30387,AlH3O3,5.739,-1.83614,0.0137,"{'lattice_mat': [[5.046183813176827, 0.0, 0.653384568391155], [0.0, 8.706653250146696, 0.0], [0.5881613152353081, 0.0, 4.752855059601644]], 'coords': [[0.8004527975199673, 2.9079709632519926, 4.644652318832497], [2.310797202480032, 7.261295963251983, 0.43489768116750077], [3.323542797519966, 1.4453540367480142, 4.971342318832497], [4.833887202480034, 5.798679036748017, 0.7615876811675011], [4.122503778316613, 1.5764296456151095, 2.3520684445425903], [4.878795742204303, 8.345331398364152, 4.307219979732218], [3.900322416402827, 7.691754067555578, 2.350791785089779], [3.2786342577956966, 3.9920063983641505, 1.4257100202677857], [4.034926221683387, 5.929754645615105, 3.3808615554574115], [4.257107583597173, 3.3384290675555772, 3.382138214910223], [2.3557057422043033, 4.714643601635847, 3.9805299797322173], [1.7340175835971718, 1.0148959324444207, 3.0554482149102227], [1.377232416402829, 5.368220932444422, 2.0241017850897793], [0.7555442577956979, 0.3613186016358467, 1.0990200202677858], [1.5118362216833887, 7.130220354384894, 3.0541715554574114], [1.5994137783166118, 2.776895354384895, 2.02537844454259], [3.676148823630573, 6.9877429906552395, 1.7002515218871164], [4.481281176369426, 2.6344179906552347, 4.032678478112884], [3.899828227217193, 5.827791797704377, 4.348014352572027], [3.926966896358393, 8.545883544236736, 4.127221971757668], [1.7073731036416053, 0.1607664557632608, 1.2790180282423302], [1.9581911763694257, 1.7189070093447654, 3.7059884781128836], [1.153058823630573, 6.07223200934476, 1.3735615218871162], [1.3767382272171949, 7.232183202295623, 4.0213243525720275], [1.4038768963583956, 4.514091455763264, 3.800531971757668], [4.25760177278281, 1.4744667977043835, 1.384915647428007], [1.7345117727828092, 2.8788582022956164, 1.0582256474280067], [4.230463103641606, 4.192558544236739, 1.6057080282423304]], 'elements': ['Al', 'Al', 'Al', 'Al', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.088304, 8.70665, 4.789114], 'angles': [90.0, 75.568, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,2.522
