jid,formula,band_gap,formation_energy_per_atom,energy_above_hull,structure_dict,symmetry,density
JVASP-21780,DyBO3,5.522,-3.32649,0.0,"{'lattice_mat': [[6.129556342765383, -0.0605055366149112, -0.1017927365816091], [-1.9245826553396232, 6.094596121280244, 0.0037792599852656], [-1.961805136599522, -0.8870053203758844, 6.0141361752454365]], 'coords': [[1.2315168046223097, 0.8788442984003175, 5.044931583320991], [1.0116531953776926, 4.268235701599681, 0.8711984166790063], [2.7650600417190643, 4.296751783715319, 4.234968595052087], [-0.5218900417190643, 0.8503282162846845, 1.6811614049479089], [4.019742372258925, 0.9734294435159805, 4.526613245387753], [-1.7765723722589228, 4.1736505564840165, 1.3895167546122467], [0.04853255768909923, 3.9788861360349705, 4.228450429516011], [2.194637442310902, 1.1681938639650271, 1.6876795704839835], [3.3612912573118923, -0.053826094039731626, 5.225941496166526], [-1.1181212573118888, 5.200906094039729, 0.6901885038334705], [-1.0901555709865685, 4.63401806931753, 4.664589002692265], [3.3333255709865606, 0.5130619306824685, 1.2515409973077354], [-0.9514018070981273, 0.6525691276288216, 3.9661568605916337], [0.6704042183910632, 3.126373830946308, 5.153769170618203], [0.7369037910006384, 4.204705779161432, 3.07653401470742], [1.506266208999352, 0.9423742208385656, 2.8395959852925827], [-1.199187649205779, 2.949706593219799, 1.398574832876374], [1.5727657816089335, 2.020706169053693, 0.7623608293817999], [3.194571807098126, 4.494510872371179, 1.94997313940837], [3.442357649205778, 2.197373406780201, 4.517555167123623]], 'elements': ['Dy', 'Dy', 'Dy', 'Dy', 'B', 'B', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.130704, 6.391257, 6.387908], 'angles': [92.2566, 108.7426, 108.0889], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,6.604
JVASP-49988,CdCu2O3,0.0,-0.82985,0.0486,"{'lattice_mat': [[3.6534657755909197, 0.0, 0.0], [0.0, 4.035938508319151, 0.0], [0.0, 0.0, 9.929816743161528]], 'coords': [[1.1958269252561722, 0.0, 4.96491], [2.4576430747438276, 2.01797, 0.0], [0.5627683647893669, 0.0, 8.297137318991556], [0.5627683647893669, 0.0, 1.632682681008445], [3.0907016352106327, 2.01797, 3.3322273189915563], [3.0907016352106322, 2.01797, 6.597592681008443], [1.5452215275643864, 0.0, 0.0], [3.2353921374440366, 0.0, 3.282273660507866], [3.2353921374440366, 0.0, 6.64754633949213], [2.1082484724356148, 2.01797, 4.96491], [0.41807786255596135, 2.01797, 8.247183660507869], [0.41807786255596135, 2.01797, 1.6826363394921309]], 'elements': ['Cd', 'Cd', 'Cu', 'Cu', 'Cu', 'Cu', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [3.65347, 4.03594, 9.92982], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '']}",,6.521
JVASP-54561,CaSmCuClO3,0.0,-2.55585,0.0128,"{'lattice_mat': [[3.9079341320749164, 0.0, 0.0], [0.0, 3.9079341320749164, 0.0], [0.0, 0.0, 13.432648575002528]], 'coords': [[1.953965, 0.0, 2.1389312704555286], [0.0, 1.953965, 11.293718729544473], [1.953965, 0.0, 5.506354414330704], [0.0, 1.953965, 7.926295585669293], [1.953965, 0.0, 9.700201057163365], [0.0, 1.953965, 3.7324489428366423], [1.953965, 0.0, 12.452857117424628], [0.0, 1.953965, 0.9797928825753722], [1.953965, 1.953965, 9.7570198309195], [1.953965, 1.953965, 3.675630169080501], [0.0, 0.0, 9.7570198309195], [1.953965, 1.953965, 6.716325], [0.0, 0.0, 3.675630169080501], [0.0, 0.0, 6.716325]], 'elements': ['Ca', 'Ca', 'Sm', 'Sm', 'Cu', 'Cu', 'Cl', 'Cl', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [3.90793, 3.90793, 13.43265], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,5.463
JVASP-53340,Dy2O3,0.0,-3.33728,0.4756,"{'lattice_mat': [[5.354205832774996, -0.0, 0.0], [0.0, 5.354205832774996, 0.0], [-0.0, 0.0, 5.354205832774996]], 'coords': [[4.0156575, 1.3385525, 4.0156575], [1.3385525, 4.0156575, 4.0156575], [1.3385525, 1.3385525, 1.3385525], [4.0156575, 4.0156575, 1.3385525], [0.0, 2.677105, 0.0], [2.677105, 0.0, 0.0], [2.677105, 2.677105, 0.0], [0.0, 0.0, 2.677105], [0.0, 2.677105, 2.677105], [2.677105, 0.0, 2.677105]], 'elements': ['Dy', 'Dy', 'Dy', 'Dy', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.35421, 5.35421, 5.35421], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '']}",,8.071
JVASP-19370,MgCrO3,0.0,-2.41014,0.0704,"{'lattice_mat': [[0.0, 5.1845194433243345, -0.0002388982374289], [4.96446171155588, 0.0, 0.0], [0.0, -0.0005683021748392, -7.285978100800057]], 'coords': [[4.8962172477870585, 0.32963052550354366, -5.4645032960681315], [2.4139872477870576, 2.262059474496456, -1.821596703931869], [2.5504727522129413, 2.921890525503544, -5.464623296068131], [0.0682427522129423, 4.854319474496456, -1.821716703931869], [2.48223, 0.0, 0.0], [0.0, 2.59226, -0.00012], [0.0, 2.591975, -3.64311], [2.48223, -0.000285, -3.64299], [0.913440567963608, 0.9809917034399431, -0.47068538163761314], [3.395670567963606, 1.6106982965600576, -6.8154146183623885], [1.5687894320363915, 3.5732517034399427, -0.47080538163761315], [4.051019432036394, 4.202958296560057, -6.815534618362388], [0.9134553164793291, 0.9807998659451643, -3.17237911130125], [1.8627102525216466, 4.910827394499302, -5.464708489059], [0.619519747478353, 2.3185673944993037, -5.464588489059], [3.1017497474783524, 0.2731226055006965, -1.8215115109409985], [1.5687746835206706, 3.5730598659451647, -3.17249911130125], [4.344940252521647, 2.865382605500698, -1.8216315109409984], [3.3956853164793297, 1.6108901340548352, -4.113720888698751], [4.05100468352067, 4.203150134054836, -4.113840888698751]], 'elements': ['Mg', 'Mg', 'Mg', 'Mg', 'Cr', 'Cr', 'Cr', 'Cr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.18452, 4.96446, 7.28598], 'angles': [90.0, 90.0018, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,4.403
JVASP-60071,YSnO3,0.0,-2.60982,0.1816,"{'lattice_mat': [[3.197420587834216, -5.538094843520181, -0.0], [3.197420587834216, 5.538094843520181, -0.0], [0.0, -0.0, 12.55120127062109]], 'coords': [[3.19742, -1.8460336920599645, 9.589634875738636], [3.19742, 1.8460336920599647, 3.314034875738634], [3.19742, -1.8460336920599645, 3.314034875738634], [3.19742, 1.8460336920599647, 9.589634875738636], [0.0, 0.0, 2.9019221095057453], [0.0, 0.0, 9.17752210950574], [2.130341437543982, 7.023190032588023e-17, 12.547395936122475], [1.0651707187719908, -1.8449285067097936, 6.271795936122474], [1.065170718771991, 1.8449285067097936, 6.271795936122474], [2.1322492812280096, -3.6931614932902073, 12.547395936122475], [4.264498562456018, -1.556130469231656e-16, 6.271795936122474], [2.1322492812280096, 3.6931614932902073, 12.547395936122475], [2.0336120280028713, 3.522316879284749, 2.1525486272200447], [2.219608186056972, 3.8444714485804523, 10.365204419169102], [0.977811813943029, 1.69361855141955, 4.089604419169102], [0.977811813943029, -1.69361855141955, 4.089604419169102], [1.955623627886057, 1.003261336154932e-16, 10.365204419169102], [4.067224056005742, -1.9461080157330742e-16, 8.428148627220043], [2.0336120280028713, -3.5223168792847486, 2.1525486272200447], [1.1638079719971295, 2.0157731207152527, 8.428148627220043], [3.19742, -1.8460336920599645, 5.9094922456004655], [2.327615943994258, -1.1281494994900926e-16, 2.1525486272200447], [0.0, 0.0, 6.6891841490811546], [0.0, 0.0, 0.4135841490811557], [3.19742, 1.8460336920599647, 12.185092245600467], [2.219608186056972, -3.8444714485804523, 10.365204419169102], [3.19742, 1.8460336920599647, 5.9094922456004655], [3.19742, -1.8460336920599645, 12.185092245600467], [1.1638079719971295, -2.0157731207152527, 8.428148627220043], [4.439216372113944, 7.043615957907755e-17, 4.089604419169102]], 'elements': ['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.394837, 6.394837, 12.5512], 'angles': [90.0, 90.0, 120.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,5.729
JVASP-19372,MnZnO3,0.391,-1.67105,0.0857,"{'lattice_mat': [[5.038018135856807, 0.0, 0.0], [0.0, 5.119532934045861, 0.0], [0.0, 0.0, 7.3256365538692485]], 'coords': [[2.51901, 0.0, 0.0], [0.0, 2.559765, 0.0], [0.0, 2.559765, 3.66282], [2.51901, 0.0, 3.66282], [5.018928118557271, 0.22198475387671368, 1.83141], [2.4999181185572703, 2.3377802461232866, 5.49423], [2.538101881442729, 2.7817497538767144, 1.83141], [0.01909188144273053, 4.897545246123285, 5.49423], [0.922296168187194, 0.96109420919951, 6.87648960834482], [3.441306168187194, 1.5986707908004893, 0.4491503916551805], [1.5967138318128051, 3.5208592091995112, 6.87648960834482], [4.115723831812807, 4.158435790800489, 0.4491503916551805], [0.922296168187194, 0.96109420919951, 4.11197039165518], [1.941131678132615, 4.812699092415025, 1.83141], [0.5778783218673837, 2.2529340924150247, 1.83141], [3.0968883218673833, 0.30683090758497544, 5.49423], [1.5967138318128051, 3.5208592091995112, 4.11197039165518], [4.460141678132617, 2.866595907584975, 5.49423], [3.441306168187194, 1.5986707908004893, 3.2136696083448184], [4.115723831812807, 4.158435790800489, 3.2136696083448184]], 'elements': ['Mn', 'Mn', 'Mn', 'Mn', 'Zn', 'Zn', 'Zn', 'Zn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.03802, 5.11953, 7.32564], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,5.918
JVASP-5425,AgClO3,2.556,-0.00437,0.1913,"{'lattice_mat': [[6.798989482170995, 0.4013323165183245, -2.34245137840513], [-3.46439709119791, 5.797489078342941, -2.5022938508242896], [0.2398234720288184, -0.401333360298666, 7.187198675949404]], 'coords': [[0.86115, 4.448449999999999, -1.2511425], [-0.9765156799361628, 1.634146106297355, 1.4187547135098926], [-2.2480643200638366, 3.7620138937026444, 3.266155286490107], [2.71326, 1.34904, 3.5936025000000003], [2.236564111134118, 1.6147382115468574, -0.32047641987889136], [5.853310885793234, 1.204687788211126, 2.641201249520135], [-2.278900885793232, 4.5928022117888725, -0.298741249520133], [1.3378458888658338, 4.1827517884531416, 2.6629364198789056], [1.3810538450674206, 5.48812452427128, -3.3359130035432747], [0.9630774192901532, 0.29013982691638923, 2.363526570602307], [0.3551384757072794, 3.1575962011491243, 3.1673331345566282], [2.6211210073164333, 3.412935067518701, 2.3980609534819552], [-1.5010791226808258, 4.413776568983796, -1.5919991618624403], [2.611332580709823, 5.507350173083651, -0.02106657060232483], [2.19335615493258, 0.3093654757287174, 5.678373003543324], [3.2192715242927203, 2.639893798850878, -0.8248731345566299], [4.893529433835774, 1.584466583138981, 1.5431630069534898], [-1.3191194338357748, 4.213023416861019, 0.7992969930465134], [0.9532889926835666, 2.384554932481299, -0.05560095348195515], [5.0754891226808265, 1.3837134310162038, 3.9344591618624407]], 'elements': ['Ag', 'Ag', 'Ag', 'Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [7.202389, 7.202389, 7.20239], 'angles': [114.0517, 107.2307, 107.2307], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,4.44
JVASP-110727,LiCu3O3,0.0,-0.97761,0.0217,"{'lattice_mat': [[4.042082247930879, -0.0, 2e-16], [6e-16, 4.042082247930879, 2e-16], [-0.0, 0.0, 4.042082247930879]], 'coords': [[2.02104, 2.02104, 2.02104], [0.0, 2.02104, 0.0], [0.0, 0.0, 2.02104], [2.02104, 0.0, 0.0], [2.02104, 0.0, 2.02104], [2.02104, 2.02104, 0.0], [0.0, 2.02104, 2.02104]], 'elements': ['Li', 'Cu', 'Cu', 'Cu', 'O', 'O', 'O'], 'abc': [4.04208, 4.04208, 4.04208], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '']}",,6.175
JVASP-111024,TbNa2O3,0.0,-2.3313,0.1033,"{'lattice_mat': [[4.264536319592033, -0.0109511855659711, -4.109634510055009], [-0.433331248362659, 3.2312648774171726, -4.944354060641356], [0.0194641475465514, 0.0109511855648959, 5.92241394824098]], 'coords': [[0.0, 0.0, 0.0], [2.593863628912488, 2.180262888962801, -6.129862215566646], [1.237346371087513, 1.0400471110371994, -2.924117784433357], [2.142, 0.0, 0.90639], [0.3575502526521022, 2.0955810803944686, -0.8449710565349007], [3.4931197473478974, 1.1356789196055321, -2.2865989434650995]], 'elements': ['Tb', 'Na', 'Na', 'O', 'O', 'O'], 'abc': [5.922456, 5.92245, 5.922452], 'angles': [146.5196, 133.752, 58.2905], 'cartesian': True, 'props': ['', '', '', '', '', '']}",,5.116
JVASP-110737,La2O3,1.586,-3.41578,0.3032,"{'lattice_mat': [[6.348777188759373, 0.0005392582938556, -1.95200109077e-05], [-3.1750156677399213, 5.4977870289284985, 1.33957770046e-05], [-9.82728738968e-05, 3.48140967988e-05, 3.2907947880555626]], 'coords': [[-0.0004011850213485887, 3.6653971283104245, 1.6456524882110801], [3.1741039516522274, 1.8330320342016646, 1.6450941227100642], [1.586758646954309, 2.7489659094031405, 6.3800646744855545e-06], [-1.5876331714201484, 2.7491253743006996, 2.0912624765848914e-05], [3.1746603433565537, 0.0002834244410392809, -3.936734585572144e-06]], 'elements': ['La', 'La', 'O', 'O', 'O'], 'abc': [6.34878, 6.348736, 3.29079], 'angles': [89.9986, 90.0019, 120.0019], 'cartesian': True, 'props': ['', '', '', '', '']}",,4.71
JVASP-110760,CaZnO3,0.0,-1.62623,0.3307,"{'lattice_mat': [[3.863771065882769, -0.0, 2e-16], [6e-16, 3.863771065882769, 2e-16], [-0.0, -0.0, 3.863771065882769]], 'coords': [[0.0, 0.0, 0.0], [1.931885, 1.931885, 1.931885], [1.931885, 1.931885, 0.0], [1.931885, 0.0, 1.931885], [0.0, 1.931885, 1.931885]], 'elements': ['Ca', 'Zn', 'O', 'O', 'O'], 'abc': [3.86377, 3.86377, 3.86377], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,4.419
JVASP-110868,TaInO3,0.0,-2.33058,0.1065,"{'lattice_mat': [[4.061838189240546, -0.0, 2e-16], [7e-16, 4.061838189240546, 2e-16], [-0.0, -0.0, 4.061838189240546]], 'coords': [[2.03092, 2.03092, 2.03092], [0.0, 0.0, 0.0], [2.03092, 2.03092, 0.0], [2.03092, 0.0, 2.03092], [0.0, 2.03092, 2.03092]], 'elements': ['Ta', 'In', 'O', 'O', 'O'], 'abc': [4.06184, 4.06184, 4.06184], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,8.518
JVASP-110870,TbCuO3,0.0,-2.07075,0.1251,"{'lattice_mat': [[3.7696382320994823, -0.0, 2e-16], [6e-16, 3.7696382320994823, 2e-16], [-0.0, -0.0, 3.7696382320994823]], 'coords': [[0.0, 0.0, 0.0], [1.88482, 1.88482, 1.88482], [1.88482, 1.88482, 0.0], [1.88482, 0.0, 1.88482], [0.0, 1.88482, 1.88482]], 'elements': ['Tb', 'Cu', 'O', 'O', 'O'], 'abc': [3.76964, 3.76964, 3.76964], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,8.384
JVASP-110875,YbScO3,0.0,-3.02131,0.3328,"{'lattice_mat': [[4.023726949753075, -0.0, 2e-16], [6e-16, 4.023726949753075, 2e-16], [-0.0, 0.0, 4.023726949753075]], 'coords': [[0.0, 0.0, 0.0], [2.011865, 2.011865, 2.011865], [2.011865, 2.011865, 0.0], [2.011865, 0.0, 2.011865], [0.0, 2.011865, 2.011865]], 'elements': ['Yb', 'Sc', 'O', 'O', 'O'], 'abc': [4.02373, 4.02373, 4.02373], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,6.78
JVASP-111130,CoNiO3,0.0,-1.10185,0.0,"{'lattice_mat': [[4.301694434706152, 0.0081350987481378, -2.2149714103884937], [-1.5956833272577036, 4.002514477557965, 2.200042245406792], [-0.0491245952669857, 0.0519909252335875, 5.189233865707433]], 'coords': [[3.3717002875196402, 0.6480991918796807, 1.2657848967314809], [-0.7148132624924411, 3.4145405728084475, 3.9085245451262414], [0.47844702060020355, 2.598658574366691, 0.9386630280796743], [2.178445712108407, 1.463984017366364, 4.235635482559714], [1.7439374432184231, 3.812585917689031, 1.7330625869882992], [3.331008989701757, 1.8249422789286105, 2.7365060707679545], [1.1412128930020882, 3.0845665788786794, 4.298989088088157], [1.5156623031927936, 0.9780771046638906, 0.8753116727118115], [-0.674111209150141, 2.2377064572055536, 2.4377900771763126], [0.9129538758092722, 0.25004335257307314, 3.4412421560103805]], 'elements': ['Co', 'Co', 'Ni', 'Ni', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [4.83846, 4.838022, 5.189723], 'angles': [62.2182, 117.7839, 120.0008], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '']}",,6.203
JVASP-110818,LiRuO3,0.0,-1.26573,0.1963,"{'lattice_mat': [[3.8165982316967253, -0.0, 2e-16], [6e-16, 3.8165982316967253, 2e-16], [-0.0, -0.0, 3.8165982316967253]], 'coords': [[0.0, 0.0, 0.0], [1.9083, 1.9083, 1.9083], [1.9083, 1.9083, 0.0], [1.9083, 0.0, 1.9083], [0.0, 1.9083, 1.9083]], 'elements': ['Li', 'Ru', 'O', 'O', 'O'], 'abc': [3.8166, 3.8166, 3.8166], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,4.66
JVASP-106274,SrAuO3,0.0,-1.23337,0.3047,"{'lattice_mat': [[4.0990159781252355, 0.0, -0.0], [-0.0, 4.0990159781252355, -0.0], [0.0, 0.0, 4.0990159781252355]], 'coords': [[0.0, 0.0, 0.0], [2.04951, 2.04951, 2.04951], [2.04951, 2.04951, 0.0], [2.04951, 0.0, 2.04951], [0.0, 2.04951, 2.04951]], 'elements': ['Sr', 'Au', 'O', 'O', 'O'], 'abc': [4.09902, 4.09902, 4.09902], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,8.019
JVASP-110464,SrTaO3,0.0,-3.12446,0.0339,"{'lattice_mat': [[4.057605128384366, -0.0, -0.0], [-0.0, 4.057605128384366, -0.0], [-0.0, -0.0, 4.057605128384366]], 'coords': [[0.0, 0.0, 0.0], [2.028805, 2.028805, 2.028805], [2.028805, 2.028805, 0.0], [2.028805, 0.0, 2.028805], [0.0, 2.028805, 2.028805]], 'elements': ['Sr', 'Ta', 'O', 'O', 'O'], 'abc': [4.05761, 4.05761, 4.05761], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,7.869
JVASP-110397,AcMgO3,0.0,-2.90086,0.1056,"{'lattice_mat': [[3.9993342456974252, -0.0, 0.0], [0.0, 3.9993342456974252, 0.0], [-0.0, 0.0, 3.9993342456974252]], 'coords': [[0.0, 0.0, 0.0], [1.999665, 1.999665, 1.999665], [1.999665, 1.999665, 0.0], [1.999665, 0.0, 1.999665], [0.0, 1.999665, 1.999665]], 'elements': ['Ac', 'Mg', 'O', 'O', 'O'], 'abc': [3.99933, 3.99933, 3.99933], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,7.77
JVASP-110400,BaPtO3,0.0,-1.52305,0.0502,"{'lattice_mat': [[4.114336310307562, -0.0, 0.0], [-0.0, 4.1143363103075625, -0.0], [0.0, -0.0, 4.1143363103075625]], 'coords': [[0.0, 0.0, 0.0], [2.05717, 2.05717, 2.05717], [2.05717, 2.05717, 0.0], [2.05717, 0.0, 2.05717], [0.0, 2.05717, 2.05717]], 'elements': ['Ba', 'Pt', 'O', 'O', 'O'], 'abc': [4.11434, 4.11434, 4.11434], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,9.07
JVASP-110436,KHoO3,0.0,-2.11198,0.3938,"{'lattice_mat': [[4.43207693917888, 0.0, -0.0], [0.0, 4.43207693917888, 0.0], [-0.0, -0.0, 4.43207693917888]], 'coords': [[0.0, 0.0, 0.0], [2.21604, 2.21604, 2.21604], [2.21604, 2.21604, 0.0], [2.21604, 0.0, 2.21604], [0.0, 2.21604, 2.21604]], 'elements': ['K', 'Ho', 'O', 'O', 'O'], 'abc': [4.43208, 4.43208, 4.43208], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,4.807
JVASP-110409,DyCuO3,0.0,-2.04441,0.2277,"{'lattice_mat': [[3.7665274410817693, 0.0, 0.0], [-0.0, 3.7665274410817693, 0.0], [-0.0, -0.0, 3.7665274410817693]], 'coords': [[0.0, 0.0, 0.0], [1.883265, 1.883265, 1.883265], [1.883265, 1.883265, 0.0], [1.883265, 0.0, 1.883265], [0.0, 1.883265, 1.883265]], 'elements': ['Dy', 'Cu', 'O', 'O', 'O'], 'abc': [3.76653, 3.76653, 3.76653], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,8.516
JVASP-110728,TiCuO3,0.0,-1.99088,0.2598,"{'lattice_mat': [[4.004897314338861, -0.0, 2e-16], [6e-16, 4.004897314338861, 2e-16], [0.0, -0.0, 3.7615115588485057]], 'coords': [[2.00245, 2.00245, 1.880755], [0.0, 0.0, 1.880755], [2.00245, 0.0, 1.880755], [0.0, 2.00245, 1.880755], [2.00245, 2.00245, 0.0]], 'elements': ['Ti', 'Cu', 'O', 'O', 'O'], 'abc': [4.0049, 4.0049, 3.76151], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,4.388
JVASP-110978,ThFe2Co3,0.0,-0.16765,0.0045,"{'lattice_mat': [[5.032080584282618, -0.1194711934619267, 3e-16], [-2.604273066926376, 4.307420360919421, 3e-16], [-0.0, -0.0, 4.035531211516614]], 'coords': [[0.0, 0.0, 0.0], [2.51604, -0.059735, 2.017765], [-1.302135, 2.15371, 2.017765], [1.2139049999999998, 2.093975, 2.017765], [2.649675464272902, 1.2616404539688377, 0.0], [-0.22186546427290219, 2.926309546031163, 0.0]], 'elements': ['Th', 'Fe', 'Fe', 'Co', 'Co', 'Co'], 'abc': [5.033498, 5.033497, 4.03553], 'angles': [90.0, 90.0, 122.5172], 'cartesian': True, 'props': ['', '', '', '', '', '']}",,10.026
JVASP-110506,SrPuO3,0.0,-3.11905,0.2227,"{'lattice_mat': [[4.354852653340065, -0.0, -0.0], [0.0, 4.354852653340065, -0.0], [0.0, -0.0, 4.354852653340065]], 'coords': [[2.177425, 2.177425, 2.177425], [0.0, 0.0, 0.0], [2.177425, 0.0, 0.0], [0.0, 2.177425, 0.0], [0.0, 0.0, 2.177425]], 'elements': ['Sr', 'Pu', 'O', 'O', 'O'], 'abc': [4.35485, 4.35485, 4.35485], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,7.633
JVASP-100515,TlWO3,0.0,-1.7886,0.1154,"{'lattice_mat': [[4.015267109756476, 0.0, -0.0], [-0.0, 4.015267109756476, 0.0], [0.0, 0.0, 4.015267109756476]], 'coords': [[0.0, 0.0, 0.0], [2.007635, 2.007635, 2.007635], [2.007635, 2.007635, 0.0], [2.007635, 0.0, 2.007635], [0.0, 2.007635, 2.007635]], 'elements': ['Tl', 'W', 'O', 'O', 'O'], 'abc': [4.01527, 4.01527, 4.01527], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,11.19
